Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200427,2020,02/05/2021,Norwich,287-291 MAIN ST,587600.00,939000.00,0.6257,Commercial,,,,,
200522,2020,03/04/2021,Norwich,49 WHITE PLAINS RD,174400.00,335000.00,0.5205,Residential,Single Family,,,,
10110,2001,03/27/2002,Thompson,THOMPSON RD,34300.00,5000.00,6.86,,,6,,,
200656,2020,04/30/2021,Norwich,112-116 MAIN ST,262300.00,352000.00,0.7451,Commercial,,,,,
10405,2001,07/25/2002,Stonington,24 W VINE ST,85440.00,19000.00,4.496842105,,,8,,,
11407,2001,05/07/2002,Stamford,27 NORTHILL ST,79730.00,210000.00,0.379666667,,,,,,
21075,2021,11/15/2021,Southbury,887 SOUTHFORD RD,251170.00,462500.00,0.543,Residential,Single Family,,,,POINT (-73.18041003 41.472002995)
10558,2001,07/09/2002,Newington,110 DAY ST,74970.00,265000.00,0.28290566,,,7,,,
213533,2021,07/01/2022,Southbury,76 FAWN RIDGE CT,307910.00,712000.00,0.4324,Residential,Single Family,,,,POINT (-73.244940961 41.498778985)
20249,2020,09/30/2021,Orange,387 TIMBERLANE DR,297700.00,550000.00,0.5412,Residential,Single Family,,,,
20135,2020,01/21/2021,Plainfield,30-32 GREENE AVE,98580.00,200000.00,0.4929,Residential,Two Family,,,,
11877,2001,09/13/2002,Norwalk,6 COBBLERS LN,131250.00,331500.00,0.395927602,,,,,,
20293,2020,06/07/2021,Plainfield,404 PLAINFIELD PIKE RD,193560.00,360000.00,0.5376,Residential,Single Family,,,,
10320,2001,05/07/2002,Vernon,213 12 REGAN RD,28560.00,50000.00,0.5712,,,,,,
20492,2020,08/19/2021,Plainfield,22 FERNWOOD ST,142910.00,310000.00,0.461,Residential,Single Family,,,,
10207,2001,04/18/2002,Monroe,40 AUTUMN DR,168840.00,350000.00,0.4824,,,,,,
200377,2020,08/16/2021,Plainville,492 EAST ST B-36,41090.00,89900.00,0.457,Residential,Condo,,,,
10305,2001,06/17/2002,Watertown,CAROLA DR,57690.00,90000.00,0.641,,,,,,
11198,2001,08/01/2002,West Hartford,42 PINE BRK LN,190210.00,379900.00,0.500684391,,,,,,
202000106,2020,01/28/2021,Plymouth,325 MAIN ST,596470.00,833111.00,0.7159,Commercial,,,,,
202000141,2020,03/18/2021,Plymouth,99 EASTVIEW ROAD,34790.00,10000.00,3.479,Vacant Land,,,,,
11486,2001,07/18/2002,Norwalk,7 FIRESIDE CT,250600.00,534500.00,0.468849392,,,,,,
200179,2020,06/22/2021,Portland,724 GLASTONBURY TPKE,134750.00,220000.00,0.6125,Residential,Single Family,,100-0004,,
10693,2001,02/22/2002,Stratford,283 B AGAWAM DR,149180.00,0.00,0,,,1,,,
21070,2021,11/18/2021,Stafford,155 WALES RD,35140.00,34350.00,1.0229,Vacant Land,,,,,POINT (-72.252703856 42.016435568)
10929,2001,07/11/2002,New Britain,CEDARWOOD DR LT A,25960.00,40000.00,0.649,,,,,,
2016743,2020,07/19/2021,Redding,241 ETHAN ALLEN HIGHWAY,1769800.00,1800000.00,0.9832,Commercial,,,,,
20273,2020,01/11/2021,Ridgefield,12 CARPENTER CLOSE,89810.00,128300.00,0.7,Residential,Condo,,,,
10059,2001,09/04/2002,Warren,13 PARTRIDGE RD,173250.00,274900.00,0.630229174,,,7,,,
10128,2001,04/23/2002,Thompson,COLONIAL RD,2100.00,2100.00,1,,,17,,,
2101412,2021,05/02/2022,Stamford,11 BERTMOR DRIVE,389170.00,775000.00,0.5021,Residential,Single Family,,,,POINT (-73.533210034 41.097502998)
200207,2020,06/10/2021,Rocky Hill,402 THE MEWS,120890.00,234900.00,0.5146,Residential,Condo,,,,
200010,2020,10/22/2020,Rocky Hill,59 HIGHCREST DRIVE,128870.00,193000.00,0.6677,Residential,Condo,,,,
2102049,2021,07/28/2022,Stamford,91 STRAWBERRY HILL AVE #224,130350.00,145000.00,0.8989,Residential,Condo,,EXECUTOR'S DEED,,POINT (-73.532295988 41.063903007)
200002,2020,10/01/2020,Roxbury,20 CHURCH ST,439290.00,575000.00,0.763982609,Residential,Single Family,,,,
2102154,2021,08/12/2022,Stamford,49 HINCKLEY AVENUE,391700.00,740000.00,0.5293,Residential,Two Family,,,,POINT (-73.550913033 41.056668)
200568,2020,10/07/2020,Salem,81A SKYLINE DR.,46900.00,75000.00,0.6253,Vacant Land,,,,,
20200070,2020,04/08/2021,Sharon,101 MILLERTON RD,170200.00,287000.00,0.593,Residential,Single Family,,,,
20200107,2020,07/26/2021,Sharon,BARBERRY HILLS RD,106300.00,100000.00,1.063,Vacant Land,,,,,
10087,2001,01/23/2002,Winchester,936 MAIN ST,8000.00,8000.00,1,,,,,,
2100154,2021,10/19/2021,Stamford,99 OLD BARN ROAD WEST,292910.00,530000.00,0.5526,Residential,Single Family,,,,POINT (-73.555591979 41.071525007)
200759,2020,07/21/2021,Shelton,104 MAPLE AVE,144410.00,185000.00,0.7805,Residential,Single Family,,,,
200245,2020,01/06/2021,Shelton,172-176 CORAM AVE,310660.00,375000.00,0.8284,Commercial,,,,,
200374,2020,03/01/2021,Shelton,1103 RENAISSANCE,227500.00,525000.00,0.4333,Residential,Condo,,,,
20104,2020,08/24/2021,Sherman,6 BULLYMUCK RD,23600.00,41382.00,0.5702,Vacant Land,,,,,
200362,2020,05/24/2021,Simsbury,75 HILLTOP DRIVE,99660.00,180000.00,0.5536,Residential,Condo,,,,
200377,2020,05/28/2021,Simsbury,108 LIBRARY LANE,80010.00,130000.00,0.6154,Residential,Condo,,,,
200002,2020,10/01/2020,Simsbury,24 BRETTONWOOD DRIVE,186610.00,252000.00,0.7405,Residential,Condo,,,,
200081,2020,11/09/2020,Simsbury,2C MILL PONDO LANE,270440.00,372000.00,0.7269,Residential,Condo,,PUD,,
200120,2020,12/03/2020,Simsbury,24 COBTAIL WAY,133940.00,160000.00,0.8371,Vacant Land,,,,,
10294,2001,04/01/2002,Windsor,11 TANGLEWOOD,64890.00,105000.00,0.618,,,,,,
20486,2020,06/15/2021,Southbury,808 A HERITAGE VILLAGE,92080.00,185000.00,0.4977,Residential,Condo,,,,
20588,2020,07/29/2021,Southbury,2005 PURCHASE BROOK RD,235950.00,510000.00,0.4626,Residential,Single Family,,,,
20171,2020,11/30/2020,Southbury,259 BURR RD,74060.00,115000.00,0.644,Vacant Land,,,,,
20073,2002,12/30/2002,Coventry,314 HIGHLAND RD,67690.00,125000.00,0.54152,,,,,,
210164,2021,03/31/2022,Suffield,59 BRANDYWINE LN,98420.00,181000.00,0.5437,Residential,Condo,,,,POINT (-72.644146007 41.981750993)
200007,2020,10/02/2020,South Windsor,23-D AMATO DR,68300.00,105000.00,0.6504,Residential,Condo,,,,
210243,2021,06/27/2022,Suffield,98 MOUNTAIN RD,342790.00,1325000.00,0.2587,Commercial,,,,,POINT (-72.654568987 41.983401013)
20294,2002,07/01/2003,Colchester,MULTI ADDRESSES,178600.00,400000.00,0.4465,,,,,,
210323,2021,09/14/2022,Suffield,63 SECOND ST,141890.00,250000.00,0.5675,Residential,Single Family,,,,POINT (-72.62139903 41.99550599)
20118,2002,05/06/2003,Brooklyn,HERRICK RD,4100.00,2500.00,1.64,,,12,,,
2000720,2020,01/05/2021,Stamford,57 HARBOR DRIVE GARAGE G-105B,19110.00,27500.00,0.6949,Residential,Condo,,,,
2000737,2020,01/06/2021,Stamford,LOT 2 EDEN ROAD,208560.00,238000.00,0.8763,Vacant Land,,,,,
2000857,2020,01/21/2021,Stamford,0 SUMMER STREET #116-2A,109420.00,195000.00,0.5611,Residential,Condo,,,,
2001101,2020,03/04/2021,Stamford,385 ERSKINE ROAD,599810.00,950000.00,0.6313,Residential,Single Family,,,,
210272,2021,06/09/2022,Tolland,61 BROOKMOOR RD,187200.00,627500.00,0.2983,Residential,Single Family,,,,POINT (-72.379570982 41.895115013)
2001250,2020,03/25/2021,Stamford,28 VERNON PLACE,403190.00,810000.00,0.4977,Residential,Three Family,,,,
2001286,2020,03/30/2021,Stamford,1156 STILLWATER ROAD,438860.00,652000.00,0.673,Residential,Single Family,,,,
2001493,2020,05/03/2021,Stamford,18 BUNGALOW PARK,238890.00,400000.00,0.5972,Residential,Single Family,,,,
2001570,2020,05/14/2021,Stamford,52 ORCHARD STREET,486230.00,930000.00,0.5228,Commercial,,,,,
2001590,2020,05/17/2021,Stamford,37 CROSS ROAD,423700.00,533350.00,0.7944,Residential,Two Family,,,,
2002526,2020,09/03/2021,Stamford,114 POND ROAD,206820.00,300000.00,0.6894,Vacant Land,,,,,
2002537,2020,09/07/2021,Stamford,56 ETHAN ALLEN LANE,441560.00,785000.00,0.5624,Residential,Single Family,,,,
210025,2021,10/12/2021,Torrington,259 CLIFFSIDE DR,59630.00,155000.00,0.3847,Residential,Condo,,,,POINT (-73.110470005 41.875052006)
2000120,2020,10/16/2020,Stamford,61 SEAVIEW AVENUE # 1,497000.00,755000.00,0.6582,Residential,Condo,,,,
20964,2002,07/14/2003,Greenwich,48 BENJAMIN ST,513730.00,700000.00,0.7339,,,,,,
2000212,2020,10/28/2020,Stamford,197 BRIDGE STREET # 3,199330.00,342500.00,0.5819,Residential,Condo,,,,
20106,2002,12/11/2002,Harwinton,BREEZY HL RD LT 1,0.00,20000.00,0,,,1,,,
2000344,2020,11/10/2020,Stamford,11 LYNAM ROAD,539700.00,850000.00,0.6349,Residential,Single Family,,,,
20130,2002,07/01/2003,Bethany,54 VALLEY RD,140140.00,0.00,0,,,2,,,
20027,2002,11/21/2002,Derby,5 MCKINLEY AVE,80080.00,166000.00,0.482409639,,,,,,
2002453,2020,08/27/2021,Stamford,34 FIFTH STREET,596290.00,800000.00,0.7453,Commercial,,,,,
2002299,2020,08/04/2021,Stamford,1400 BEDFORD STREET #4,169050.00,355000.00,0.4761,Residential,Condo,,,,
210006,2021,11/18/2021,Warren,65 TOWN HILL RD,335000.00,985000.00,0.3401,Residential,Single Family,28 - Use Assessment,,,POINT (-73.329856011 41.739606988)
210064,2021,06/15/2022,Washington,90 QUARRY RIDGE,207350.00,475000.00,0.4365,Residential,Condo,,,,POINT (-73.365437109 41.663575939)
20118,2020,09/30/2021,Sterling,174 CHURCH ST,92890.00,255000.00,0.3642,Residential,Single Family,,RANCH BUILT 1987 ON 3.44 ACRES,,
200522,2020,08/31/2021,Stonington,MASONS ISLAND RD,165800.00,310000.00,0.5348,Vacant Land,,,,,
200552,2020,09/23/2021,Stonington,12 CUTTER DR,213100.00,435000.00,0.4898,Residential,Single Family,,,,
20102,2002,02/07/2003,Coventry,24 STONECROFT LN,0.00,68000.00,0,,,,,,
211054,2021,03/09/2022,Waterbury,11 BERGEN ST,32820.00,142000.00,0.2311,Residential,Two Family,,,,POINT (-73.032080016 41.547883987)
20222,2002,11/14/2002,Colchester,79 ELMWOOD HTS,114000.00,120000.00,0.95,,,6,,,
20200578,2020,02/17/2021,Stratford,2318 MAIN STREET,429800.00,650000.00,0.6612,Commercial,,,,,
20187,2002,06/02/2003,Coventry,533 DALY RD,94360.00,143000.00,0.65986014,,,1,,,
20095,2002,12/26/2002,Ellington,182 TRIPP RD,103070.00,298500.00,0.345293132,,,7,,,
20200824,2020,05/03/2021,Stratford,758A QUINNIPIAC LANE,193340.00,395000.00,0.4894,Residential,Condo,,,,
20200059,2020,10/13/2020,Stratford,653B OSAGE LANE,156380.00,276000.00,0.5665,Residential,Condo,,,,
200113,2020,01/14/2021,Suffield,4 CHELTENHAM CT,98280.00,169900.00,0.5784,Residential,Condo,,,,
200025,2020,10/20/2020,Suffield,930 BRANCH RD,159180.00,261000.00,0.6098,Residential,Single Family,,,,
210538,2021,12/10/2021,Waterbury,43 CENTRAL AVE,213040.00,500000.00,0.426,Apartments,,,,,POINT (-73.043965973 41.558467984)
200149,2020,07/12/2021,Thomaston,97 TWIN POND RD,204000.00,337500.00,0.6044,Residential,Single Family,,,,
200046,2020,12/14/2020,Thomaston,3 BRADLEY WAY,133210.00,289900.00,0.4595,Residential,Condo,,,,
20102,2002,12/03/2002,Avon,25 SKY TOP DR,142420.00,300000.00,0.474733333,,,,,,
210637,2021,12/23/2021,Waterbury,111 BANK ST,105490.00,190000.00,0.5552,Commercial,,,,,POINT (-73.040713041 41.554273009)
21108,2002,08/27/2003,Hamden,42 GILBERT AVE,0.00,179900.00,0,,,7,,,
20805,2002,04/10/2003,Hartford,25-27 PLINY ST,52430.00,0.00,0,,,15,,,
20031,2020,11/02/2020,Thompson,0 THOMPSON RD,12930.00,175000.00,0.0738,Vacant Land,,24 - Plottage,,,
2020256,2020,06/23/2021,Tolland,D3 TOLLAND MEADOWS,55200.00,89900.00,0.614015573,Residential,Condo,,,,
21297,2021,05/20/2022,Waterford,7 LOUISE STREET,263487.00,650000.00,0.4053,Commercial,,,,,POINT (-72.127632011 41.342877011)
2020065,2020,12/20/2020,Tolland,H2 TOLLAND MEADOWS,55200.00,90000.00,0.6133,Residential,Condo,01 - Family,,,
20238,2002,07/08/2003,Canton,57 WICKHAMS FANCY,87500.00,165000.00,0.53030303,,,,,,
21335,2021,06/20/2022,Watertown,587 MAIN ST,315200.00,532500.00,0.5919,Commercial,,,,,POINT (-73.115913967 41.602442005)
21203,2002,09/15/2003,Hamden,35 GILES ST,176820.00,400000.00,0.44205,,,,,,
21125,2021,12/27/2021,Watertown,0 PULLEN AVE,200.00,75000.00,0.0026,Vacant Land,,17 - Two Towns,,,POINT (-73.088352778 41.580824478)
20731,2002,07/01/2003,East Hartford,27 NORTHBROOK CT,61600.00,110000.00,0.56,,,,,,
20869,2002,09/25/2003,Enfield,27 MONROE RD,93940.00,184000.00,0.510543478,,,,,,
200106,2020,11/02/2020,Torrington,2651 TORRINGFORD W ST,126570.00,225005.00,0.5625,Residential,Single Family,,,,
200174,2020,11/20/2020,Torrington,194 LEDGE DR,58020.00,122500.00,0.4736,Residential,Condo,,,,
20442,2002,04/29/2003,Enfield,7 SPIER AVE,69440.00,138000.00,0.503188406,,,,,,
200359,2020,03/08/2021,Trumbull,94 NORTH STOWE PLACE,256550.00,451000.00,0.5688,Residential,Single Family,,,,
200599,2020,07/02/2021,Trumbull,29 WALNUT AVE,237440.00,420000.00,0.5653,Residential,Single Family,,,,
21245,2021,09/22/2022,Old Saybrook,7 GLEN DRIVE,192600.00,406000.00,0.4743,Residential,Single Family,,,,POINT (-72.37936596 41.286193007)
200627,2020,07/20/2021,Trumbull,12 ROSEVIEW COURT,475160.00,905000.00,0.525,Residential,Single Family,,,,
200011,2020,10/13/2020,Trumbull,14 WOODLAWN DR,183190.00,370000.00,0.4951,Residential,Single Family,07 - Change in Property,TOTAL RENOVATION,,
200233,2020,12/31/2020,Trumbull,8 TURNER AVE,202160.00,365000.00,0.5538,Residential,Single Family,,,,
20197,2002,03/03/2003,Cheshire,14 WOODRIDGE CT,2486000.00,0.00,0,,,7,,,
200374,2020,05/18/2021,Vernon,27 TRACY DRIVE,129190.00,226800.00,0.5696,Residential,Single Family,,,,POINT (-72.47857 41.84938)
200484,2020,07/12/2021,Vernon,90 MONTAUK DR,126800.00,300000.00,0.4226,Residential,Single Family,,,,
20598,2002,04/14/2003,Fairfield,897 CONGRESS ST,248500.00,250000.00,0.994,,,1,,,
20090,2002,12/23/2002,Ledyard,138 IRON ST,101780.00,140000.00,0.727,,,6,,,
200055,2020,01/25/2021,Washington,136 OLD LITCHFIELD RD,1030330.00,2285000.00,0.4509,Residential,Single Family,,,,
21310,2002,09/22/2003,Greenwich,58 MARY LN,329490.00,630000.00,0.523,,,,,,
20300,2002,08/29/2003,Canton,98 ANDREW DR,196290.00,390000.00,0.503307692,,,,,,
20064,2002,01/15/2003,Brooklyn,15 HYDE RD,69960.00,132000.00,0.53,,,,,,
201224,2020,03/08/2021,Waterbury,411 HAUSER ST,9860.00,25000.00,0.3944,Vacant Land,,,,,
210439,2021,06/10/2022,Westport,48 COMPO MILL COVE,2246600.00,2487500.00,0.9031,Vacant Land,,,,,POINT (-73.34299104 41.113728979)
201592,2020,05/12/2021,Waterbury,26 COOPER ST,73860.00,122000.00,0.6054,Residential,Single Family,,,,
201777,2020,06/08/2021,Waterbury,18 CAMP ST,36770.00,150000.00,0.2451,Residential,Two Family,,,,
20083,2002,02/11/2003,Hebron,19 CARVER LN,61380.00,125000.00,0.49104,,,,,,
202250,2020,08/09/2021,Waterbury,94 SOUTHMAYD RD #3,63100.00,139900.00,0.451,Residential,Condo,,,,
21081,2002,06/17/2003,Hartford,47 S WHITNEY ST,46200.00,0.00,0,,,15,,,
20062,2002,07/14/2003,Barkhamsted,23 ROBIN DR,92670.00,170000.00,0.545117647,,,,,,
20453,2002,06/02/2003,East Haven,107 D KENNETH ST,23380.00,40000.00,0.5845,,,,,,
20458,2020,06/18/2021,Waterford,4 DONNA ST,271240.00,710000.00,0.382,Residential,Single Family,,,,
20089,2020,11/13/2020,Waterford,15 SEA VIEW TERRACE,89770.00,150000.00,0.5984,Vacant Land,,,,,
210225,2021,01/13/2022,Windsor,922 WORTHY ST,106610.00,225000.00,0.4738,Residential,Single Family,,,,POINT (-72.660239009 41.832145002)
20149,2020,01/06/2021,Watertown,0 FERN HILL RD,62600.00,95000.00,0.6589,Vacant Land,,,,,
20043,2002,06/16/2003,Bolton,12 GREEN HLS DR,133090.00,250000.00,0.53236,,,,,,
20102,2020,12/09/2020,Watertown,12 CHARLES ST,127000.00,223000.00,0.5695,Residential,Single Family,,,,
200170,2020,06/14/2021,Westbrook,104 CHAPMAN BEACH RD,271120.00,725000.00,0.3739,Residential,Single Family,,CONVENTIONAL,,
200014,2020,10/13/2020,Westbrook,233 KENROSE TER,245790.00,382000.00,0.6434,Residential,Single Family,,COLONIAL,,
200376,2020,01/04/2021,West Hartford,1838 ASYLUM AVENUE,216580.00,305000.00,0.71,Residential,Single Family,,,,
213260,2021,11/05/2021,North Haven,25 MANSFIELD RD,200920.00,370000.00,0.543,Residential,Single Family,,,,POINT (-72.876866028 41.39767102)
210072,2021,12/27/2021,Tolland,85 KOZLEY,167500.00,261000.00,0.6417,Residential,Single Family,,,,POINT (-72.369701961 41.892350997)
200494,2020,02/19/2021,West Hartford,82 WHITE AVENUE,181720.00,327900.00,0.5541,Residential,Single Family,,,,
200557,2020,03/12/2021,West Hartford,23 TIMBERWOOD ROAD,166670.00,305000.00,0.5464,Residential,Condo,,,,
210379,2021,03/31/2022,Wallingford,780 NORTH COLONY RD,1890100.00,6625000.00,0.2852,Industrial,,,,,POINT (-72.813879965 41.476229989)
20075,2002,04/21/2003,Essex,31 KINGS LN,113040.00,240000.00,0.471,,,,,,
20601,2002,09/02/2003,Avon,215 NORTHINGTON DR,466660.00,965000.00,0.483585492,,,,,,
210014,2021,10/04/2021,Fairfield,121 WINNEPOGE DRIVE,381640.00,691000.00,0.5523,Residential,Single Family,,,,POINT (-73.26351199 41.198446006)
210014,2021,10/15/2021,Bloomfield,227 WINTONBURY AVE #2,49000.00,100000.00,0.49,Residential,Condo,25 - Other,,SHORT SALE PER MLS,POINT (-72.70452765 41.830577832)
210120,2021,03/22/2022,Coventry,255 BREWSTER ST,151800.00,260200.00,0.5833,Residential,Single Family,,,,POINT (-72.401507009 41.789550014)
210411,2021,08/22/2022,Avon,20 GARNET HILL LANE,610290.00,1250000.00,0.4882,Residential,Single Family,,,,POINT (-72.897758006 41.785215983)
210910,2021,07/14/2022,Fairfield,610 TUNXIS HILL ROAD,264390.00,555000.00,0.4763,Residential,Two Family,,,,POINT (-73.232573966 41.177900998)
218096,2021,04/21/2022,Middletown,53 BRAEBURN LA,82420.00,115000.00,0.7166,Residential,Single Family,,,,POINT (-72.706126996 41.586401012)
210877,2021,05/31/2022,New Britain,90 WESTWOOD DR,144550.00,350000.00,0.413,Residential,Single Family,,,,POINT (-72.818196981 41.659797985)
21574,2021,08/30/2022,Guilford,308 RIVER ST,436580.00,950000.00,0.4595,Residential,Single Family,,,,POINT (-72.688983992 41.288964986)
2100288,2021,07/18/2022,Madison,205 DORSET LN,262700.00,650000.00,0.4041,Residential,Single Family,,,,POINT (-72.661453966 41.413463993)
210029,2021,07/19/2022,Hartland,47 SOUTH RD,115210.00,220000.00,0.5236,Residential,Single Family,,,,POINT (-72.908815999 41.996175997)
21491,2021,07/05/2022,Guilford,438 WILLOW RD,349780.00,755000.00,0.4632,Residential,Single Family,,,,POINT (-72.669073033 41.333653983)
21087,2021,09/26/2022,Barkhamsted,174 OLD NORTH RD,1690.00,17500.00,0.0965,Vacant Land,,28 - Use Assessment,4.243 AC PA490 + part interest + new survey,,POINT (-73.032681141 41.930377399)
2121165,2021,03/21/2022,Ansonia,93 HIGH ST,158700.00,370000.00,0.4289,Residential,Single Family,24 - Plottage,SALE OF 2 LOTS; SECOND LOT IS VACANT LAND AT 170 HOWARD AVE,,POINT (-73.084950965 41.344091003)
21153,2021,03/02/2022,Darien,30 COUNTRY CLUB ROAD,1272880.00,2500863.00,0.508976301,Residential,Single Family,,,,POINT (-73.499615031 41.11120699)
21228,2021,03/01/2022,Guilford,5 SALT MEADOW VIEW LN,470290.00,880000.00,0.5344,Residential,Single Family,,,,POINT (-72.656044035 41.295607016)
210209,2021,11/24/2021,New Britain,168 ARCH ST,329000.00,103750.00,3.171084337,Commercial,,08 - Part Interest,,,POINT (-72.782184972 41.663484011)
211000,2021,07/11/2022,New Britain,121 CLARK ST,91070.00,193500.00,0.4706,Residential,Two Family,,,,POINT (-72.779800991 41.675221986)
21072,2021,06/14/2022,Goshen,LOT 6 TYLER RIDGE DR,117650.00,110000.00,1.0695,Vacant Land,,,,,POINT (-73.258744972 41.826584128)
210007,2021,12/01/2021,Bridgewater,5 KEELER ROAD,190300.00,330000.00,0.5766,Residential,Single Family,,,,POINT (-73.355968992 41.536765015)
210907,2021,05/24/2022,Bristol,"155 REDSTONE HILL RD, U#57",67550.00,164900.00,0.4096,Residential,Condo,,,,POINT (-72.908835026 41.659368999)
210098,2021,04/08/2022,Canton,10 SUGAR CAMP ROAD,195300.00,187500.00,1.0416,Residential,Single Family,08 - Part Interest,,,POINT (-72.917538962 41.830718988)
210754,2021,04/18/2022,Bristol,78 NICHOLAS DR #78,75740.00,149900.00,0.5052,Residential,Condo,,,,POINT (-72.897080999 41.682672995)
210320,2021,07/11/2022,Ledyard,2 WEST DR,154630.00,250000.00,0.6185,Residential,Condo,,,,POINT (-72.06762496 41.427653004)
210175,2021,05/19/2022,Mansfield,41 MAPLEWOOD RD,91900.00,189995.00,0.4836,Residential,Single Family,,SUN ROLLING HILLS LLC MH PARK 55+,,POINT (-72.274376001 41.821160015)
21122,2021,12/13/2021,Farmington,9 TANGLEWOOD RD,182670.00,360000.00,0.5074,Residential,Single Family,,,,POINT (-72.862385033 41.753347987)
211179,2021,06/29/2022,Danbury,23 SCUPPO RD 1-2,88400.00,205000.00,0.4312,Residential,Condo,,F14067-1-2,,POINT (-73.483795027 41.391915)
211200026,2021,12/30/2021,Woodbury,34 ARROWHEAD WAY #A3,42080.00,87000.00,0.4836,Residential,Condo,,,,POINT (-73.208264016 41.567001013)
20021,2002,10/24/2002,Ledyard,4 BIRCH ST,54600.00,78000.00,0.7,,,,,,
210017,2021,11/17/2021,East Granby,16 HATCHET HILL ROAD,60700.00,60000.00,1.011666667,Vacant Land,,,"PP TOO LOW, RATIO TOO HIGH VACANT LOT",GOOD SALE PER MLS,POINT (-72.742779969 41.918097018)
210173,2021,05/03/2022,Ellington,27 FAIRVIEW AVE,54660.00,73000.00,0.7487,Vacant Land,,,,,POINT (-72.456226492 41.875041141)
21185,2021,03/28/2022,Monroe,107 HARVESTER RD,229900.00,531000.00,0.4329,Residential,Single Family,07 - Change in Property,REMODEL PERMITS ISSUED AFTER 10/01/21,,POINT (-73.232264003 41.325557987)
211200,2021,08/30/2022,Hamden,510 RIVER RD,237790.00,520000.00,0.4572,Residential,Single Family,,,,POINT (-72.912423989 41.438363987)
210050,2021,11/12/2021,Bloomfield,134 TUNXIS AVE,105540.00,210000.00,0.5025,Residential,Single Family,,,,POINT (-72.742965963 41.841675016)
21000469,2021,08/16/2022,Cheshire,290 TOWPATH LANE,264260.00,42500.00,6.2178,Residential,Single Family,01 - Family,,,POINT (-72.923670995 41.48174)
210140,2021,12/10/2021,Branford,136 TURTLE BAY DR,178800.00,380900.00,0.4694,Residential,Condo,,,,POINT (-72.83469902 41.259949017)
210607,2021,04/26/2022,Fairfield,191 DOREEN DRIVE,344050.00,1388000.00,0.24787464,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.26993697 41.155910991)
210000021,2021,05/10/2022,Colebrook,404 COLEBROOK ROAD,311700.00,717500.00,0.4344,Residential,Single Family,,,,POINT (-73.102085 41.96822499)
